Post Type,Total Reach,Organic Reach,Total Impressions,Engaged Users,Interactions,Reactions,Comments,Shares,Link Clicks,Other Clicks,Photo Views,Video Plays,Negative Feedback,Video Length,Organic Views,Paid Views,Organic 10-Sec Views,Paid 10-Sec Views,Organic Views to 95%,Paid Views to 95%,Reach (Fans),Paid Reach (Fans),Engaged Users (Fans),Reach (Non-Fans),Engaged Users (Non-Fans),Channel,Organic / Paid
Video,2558290,2565953,3423452,85633,18127,16568,1071,488,31,89883,2413,26723,255,6095450,442365,0,208366,0,79,0,1858034,0,77919,700256,7714,Facebook,Organic
Video,2968566,2976966,4139983,96070,25104,23086,1379,639,44,100883,1214,28986,337,6165150,498412,0,218914,0,319,0,1896027,0,73663,1072539,22407,Facebook,Organic
Video,2697597,2718307,4359145,215562,42355,36953,3990,1412,170,198122,615,84248,178,15393,908811,0,511933,0,288695,0,2240808,0,188363,456789,27199,Facebook,Organic
Link,2029698,2040408,3139817,88386,8094,6906,1093,95,56852,45003,NA,NA,165,0,6,0,1,0,0,0,1965635,0,86535,64063,1851,Facebook,Organic
Video,860866,861515,1386030,16385,828,767,39,22,922,15208,54,4599,75,270377,165573,0,57494,0,4565,0,856372,0,16122,4494,263,Facebook,Organic
Video,1133428,1139358,1719357,80838,7041,6318,545,178,30,70583,230,55878,101,8660,393228,0,210585,0,209507,0,1113356,0,77932,20072,2906,Facebook,Organic
Video,1433852,1446595,2189166,103551,9291,8148,840,303,11,91722,230,65560,123,8962,443805,0,273062,0,272811,0,1399266,0,100852,34586,2699,Facebook,Organic
Video,295315,294227,452550,3309,617,565,43,9,152,2236,2,1071,53,1011134,43665,0,14134,0,241,0,291441,0,3122,3874,187,Facebook,Organic
Video,2718553,2771688,4518436,259071,47704,31876,13799,2029,45,245225,1508,123091,247,9078,937094,0,575504,0,577537,0,2227191,0,215883,491362,43188,Facebook,Organic
Video,1621693,1617e3,2553879,122562,14486,12598,1748,140,NA,110263,305,61596,95,15358,613458,0,410330,0,166787,0,1522329,0,115923,99364,6639,Facebook,Organic
Video,371552,371900,568652,6303,835,787,41,7,146,4554,45,1712,46,20542,62827,0,17540,0,5932,0,363721,0,5927,7831,376,Facebook,Organic
Video,511629,511903,774262,13528,1422,1288,111,23,6411,6111,18,5137,54,8213,92088,0,38222,0,38183,0,505376,0,12938,6253,590,Facebook,Organic
Video,2422897,2421241,3445830,100612,10959,10467,229,263,284,97617,427,40307,217,1373320,525460,0,258097,0,1236,0,2110098,0,94157,312799,6455,Facebook,Organic
Video,5519924,5684769,8261946,177236,41618,39101,1772,745,152,181003,1813,50214,562,13836843,998240,0,400627,0,219,0,4078674,0,156617,1441250,20619,Facebook,Organic
Video,4187360,4242961,6009800,131108,23419,21575,1286,558,82,120188,1191,36938,383,5466475,729600,0,309782,0,134,0,3196039,0,117174,991321,13934,Facebook,Organic
Video,4508478,4584158,8300111,148402,27321,24876,1664,781,217,156178,1669,44174,480,6731478,884057,0,331987,0,113,0,3894041,0,130720,614437,17682,Facebook,Organic
Video,605830,609315,956328,20269,1776,1595,162,19,10848,9002,37,7643,65,8213,98839,0,47905,0,47900,0,598222,0,19463,7608,806,Facebook,Organic
Video,5617946,5575775,8477014,180007,39169,37648,743,778,123,179258,3732,57352,595,12998934,980786,0,416517,0,249,0,3877761,0,162864,1740185,17143,Facebook,Organic
Video,3711251,3648404,4864066,139717,27868,25905,1017,946,25,139172,1279,41464,525,3993323,777337,0,329828,0,4,0,2588984,0,107215,1122267,32502,Facebook,Organic
Video,4120547,4125377,6653499,152948,40092,36938,2172,982,38,166316,2054,43547,469,10204834,815411,0,334649,0,178,0,3642502,0,138013,478045,14935,Facebook,Organic
Photo,540854,541337,813256,6925,1e3,805,181,14,239,2190,5553,NA,77,0,0,0,0,0,0,0,538784,0,5689,2070,1236,Facebook,Organic
Video,2780721,2817511,4726221,91678,8779,6571,1765,443,2665,87361,227,26637,160,31230,591703,0,301675,0,115176,0,2666460,0,86414,114261,5264,Facebook,Organic
Video,1279598,1285903,2023028,88469,11616,10912,519,185,5,76435,154,48328,83,15358,393851,0,267246,0,113495,0,1247780,0,85389,31818,3080,Facebook,Organic
Video,1572490,1565071,2460527,141731,16889,15104,1406,379,27,118993,340,92423,142,8170,558253,0,295010,0,295145,0,1467651,0,135400,104839,6331,Facebook,Organic
Video,1422235,1428835,2223781,75850,14689,13834,407,448,170,56591,301,36239,107,29139,310166,0,131725,0,36166,0,1342659,0,65983,79576,9867,Facebook,Organic
Video,4338477,4356711,7317048,211639,17245,15715,873,657,147,210902,384,47569,218,86449,1278153,0,721383,0,81513,0,4166880,0,202182,171597,9457,Facebook,Organic
Video,1496071,1496072,2349530,107219,10799,9389,1130,280,14,88571,258,68487,152,8895,433953,0,219831,0,221400,0,1405302,0,98529,90769,8690,Facebook,Organic
Video,2397535,2421605,3887867,229473,24032,18631,4694,707,4,194455,613,135862,202,9834,753678,0,515349,0,518542,0,2159465,0,210064,238070,19409,Facebook,Organic
Video,611490,608497,957615,12806,1560,1467,67,26,NA,12120,67,4865,56,1494270,107122,0,25770,0,525,0,599583,0,12318,11907,488,Facebook,Organic
Video,1855708,1846853,2908283,157423,17096,14243,2430,423,7,135933,484,100850,167,8597,569e3,0,344262,0,345058,0,1730578,0,147799,125130,9624,Facebook,Organic
Photo,1545820,1543013,2241021,80041,6192,4527,1521,144,14,32465,79850,NA,145,0,0,0,0,0,0,0,1441454,0,75478,104366,4563,Facebook,Organic
Video,1431334,1434921,2265384,124804,13520,11850,1320,350,4,101142,341,82866,129,8575,481230,0,292238,0,293148,0,1376580,0,118658,54754,6146,Facebook,Organic
Video,1452211,1453491,2276190,124400,9546,8983,462,101,16,102690,229,77287,93,15358,528416,0,332044,0,163944,0,1408485,0,120634,43726,3766,Facebook,Organic
Link,2745546,2754488,4498546,123673,12662,9631,2814,217,81287,61195,4,1,187,0,131,0,51,0,50,0,2621507,0,120611,124039,3062,Facebook,Organic
Video,2065012,2085348,3336202,200592,23113,18868,3618,627,30,166305,601,122887,182,10345,790962,0,207336,0,205672,0,1911933,0,184478,153079,16114,Facebook,Organic
Link,2399441,2424971,3950306,114323,8841,6342,2393,106,86276,61188,18,NA,190,0,55,0,22,0,19,0,2326870,0,110643,72571,3680,Facebook,Organic
Video,1967337,1942941,3078839,146237,19580,15571,3246,763,30,123811,492,86461,160,11326,708208,0,294359,0,256167,0,1780152,0,129943,187185,16294,Facebook,Organic
Video,2196671,2204078,3582530,179323,25157,19884,4348,925,14,154844,545,99400,186,10345,700379,0,364512,0,366581,0,1980383,0,162323,216288,17e3,Facebook,Organic
Video,5240359,5261006,8349286,261017,19900,17697,1808,395,16,253697,689,139653,261,30355,1181608,0,786632,0,122111,0,3080723,0,159003,2159636,102014,Facebook,Organic
Video,1598088,1602982,2431813,136671,7031,6436,471,124,2,124163,192,79862,104,15358,598598,0,329491,0,186428,0,1541288,0,131861,56800,4810,Facebook,Organic
Video,1592728,1597388,2462350,65356,7658,7120,370,168,NA,59564,183,35096,79,17790,245818,0,195293,0,68187,0,1556832,0,62261,35896,3095,Facebook,Organic
Video,1987793,2005634,3037999,173760,21894,17876,3271,747,6,148314,482,106155,177,8661,666151,0,217904,0,216663,0,1822061,0,159679,165732,14081,Facebook,Organic
Video,1926329,1919450,2957722,165843,14907,13435,1098,374,1,133468,321,110342,126,11561,709407,0,340400,0,180723,0,1823652,0,156383,102677,9460,Facebook,Organic
Video,2056650,2042695,3066069,109758,9295,8110,1004,181,190,107134,276,40959,125,20435,584658,0,421567,0,132076,0,1945793,0,103140,110857,6618,Facebook,Organic
Video,2739711,2781138,4163913,252066,29072,23905,4080,1087,74,215934,689,155737,247,10345,965615,0,284631,0,288721,0,2491299,0,228793,248412,23273,Facebook,Organic
Video,3076875,3079128,4576096,316434,22112,19914,1574,624,385,271097,672,226647,249,8639,1249526,0,354842,0,342586,0,2775698,0,285018,301177,31416,Facebook,Organic
Video,1430257,1435180,2191596,35067,3565,3319,207,39,19111,11779,27,13902,100,25363,178167,0,79564,0,33604,0,1399488,0,33435,30769,1632,Facebook,Organic
Video,3303413,3294372,5096262,375240,37057,27994,7784,1279,206,341141,1213,245636,296,8170,1498694,0,475706,0,455932,0,2826346,0,333180,477067,42060,Facebook,Organic
Video,2214974,2225119,3343140,243656,16472,13465,2529,478,54,214285,563,136788,172,8874,817539,0,338382,0,332658,0,2087424,0,229189,127550,14467,Facebook,Organic
Video,2377267,2357847,3585155,196049,20904,16890,3262,752,35,175196,647,119257,201,10345,741990,0,242234,0,239853,0,2118532,0,178926,258735,17123,Facebook,Organic
Video,1390695,1387064,2127358,57254,3527,3256,204,67,35082,21719,76,23494,124,8213,261556,0,143327,0,144072,0,1371393,0,55109,19302,2145,Facebook,Organic
Video,5057258,5122239,7736450,270067,61177,51921,8108,1148,188,308245,4617,74444,1649,6745907,1170408,0,581786,0,1864,0,3863304,0,220027,1193954,50040,Facebook,Organic
Video,5678846,5680217,8390152,320122,69939,59504,9101,1334,131,356971,3466,77788,1152,7039638,1260614,0,643818,0,247,0,4281425,0,266715,1397421,53407,Facebook,Organic
Video,5402312,5441393,7941671,276584,66601,57917,7076,1608,86,309799,3019,61159,1103,5898646,1299432,0,637799,0,154,0,4326247,0,235714,1076065,40870,Facebook,Organic
Video,5105287,5191751,8504e3,231512,63009,54578,6967,1464,54,282932,3546,45698,612,6323073,1013906,0,444679,0,471,0,4000279,0,178801,1105008,52711,Facebook,Organic
Video,3002237,3018630,4661858,245430,20003,16662,3002,339,46,241076,600,136095,188,20435,1017464,0,577978,0,185169,0,2745675,0,231743,256562,13687,Facebook,Organic
Video,1998090,1966833,2981771,131447,9166,8613,432,121,5,115750,331,80608,147,20435,676490,0,410697,0,98607,0,1911347,0,129020,86743,2427,Facebook,Organic
Video,6251127,6319874,10797087,339851,28220,22411,3896,1913,65,320993,2949,124541,305,120041,1112783,0,702040,0,228636,0,4675132,0,283738,1575995,56113,Facebook,Organic
Video,2350865,2384845,3572773,169337,10790,10070,556,164,32,154536,369,97825,154,20435,741061,0,511262,0,130126,0,2232675,0,161767,118190,7570,Facebook,Organic
Link,1088617,1084902,1609751,9276,1448,1367,56,25,3971,4582,42,NA,73,0,587,0,378,0,1,0,1071941,0,9073,16676,203,Facebook,Organic
Video,3651697,3612669,5082486,177736,44707,37813,5438,1456,57,196489,1395,37866,730,6987834,777865,0,391469,0,323,0,2900269,0,155645,751428,22091,Facebook,Organic
Video,3094097,3193013,4529530,141380,27222,23597,2968,657,78,144508,1108,39761,376,6648234,572065,0,246545,0,168,0,2363034,0,124464,731063,16916,Facebook,Organic
Video,3878101,3896498,5228803,187076,39328,35262,2879,1187,36,198501,1500,45563,1481,5346475,889386,0,406364,0,273,0,2929489,0,159026,948612,28050,Facebook,Organic
Video,5122668,5317313,8496860,235601,48208,43194,3628,1386,303,282200,2612,47970,587,6260034,974571,0,435431,0,245,0,3827627,0,181396,1295041,54205,Facebook,Organic
Video,4296635,4393267,6800891,258731,21752,18419,2979,354,9,238013,757,112168,208,30633,958105,0,639400,0,92002,0,2740105,0,162603,1556530,96128,Facebook,Organic
Video,3458169,3564406,5610128,273337,46957,40692,4395,1870,1281,258584,935,115062,242,20435,1070467,0,829500,0,230277,0,2802453,0,217842,655716,55495,Facebook,Organic
Video,2332850,2321215,3731885,85538,7477,6167,1093,217,53581,40088,90,20044,168,115987,352947,0,196945,0,62045,0,2240154,0,82353,92696,3185,Facebook,Organic
Video,2157881,2178224,3442713,98295,4674,4164,413,97,69140,44605,101,31834,153,15337,382940,0,151075,0,89686,0,2120095,0,95912,37786,2383,Facebook,Organic
Video,6421970,6513247,9197485,346942,98018,86972,8996,2050,204,373665,3415,78581,1659,6150272,1460851,0,628212,0,1003,0,4684280,0,279547,1737690,67395,Facebook,Organic
Video,5480232,5490438,7680062,280093,71225,60622,9296,1307,164,304676,2248,59565,1152,4992662,1302497,0,556682,0,200,0,4106313,0,232067,1373919,48026,Facebook,Organic
Video,216610,216235,289431,9172,2038,1895,99,44,11,10657,167,1839,10,12096e5,41327,0,17577,0,0,0,213842,0,9050,2768,122,Facebook,Organic
Link,1476085,1466009,2181834,19010,2475,2255,157,63,10351,9939,19,1,112,0,5,0,3,0,2,0,1444200,0,18482,31885,528,Facebook,Organic
Video,2253940,2261126,3693502,53539,7892,6130,1453,309,26867,21428,55,19970,130,30547,407008,0,146155,0,51800,0,2203942,0,50889,49998,2650,Facebook,Organic
Video,5270791,5133095,9081285,196877,30486,26038,2566,1882,145213,67047,316,55375,296,106665,753226,0,421563,0,31259,0,4007031,0,176823,1263760,20054,Facebook,Organic
Video,3392686,3188732,5922459,100689,14486,10146,3714,626,57140,43842,130,44877,185,30547,593980,50734,245772,16101,97612,6259,3038759,79407,93132,353927,7557,Facebook,Paid
Video,3619516,3630890,5931708,218177,26977,24667,1698,612,127829,72153,410,93039,244,20435,908133,0,458209,0,172903,0,3295936,0,201795,323580,16382,Facebook,Organic
Video,4173784,1901483,9233038,139414,12435,10481,1087,867,48805,27547,177,84009,177,110399,352932,1528310,126437,699834,16469,89060,2287497,629639,77117,1886287,62297,Facebook,Paid
Video,1953218,1955596,3048077,115335,6283,5626,529,128,40369,57227,220,81742,153,9258,530892,0,187675,0,185168,0,1903096,0,112362,50122,2973,Facebook,Organic
Video,2866263,2866423,4563152,158566,18300,15015,2726,559,88887,50538,255,102819,232,9642,803084,0,232940,0,228985,0,2665504,0,148776,200759,9790,Facebook,Organic
Video,4091049,4122213,6830674,193306,10595,9906,420,269,52,177108,507,81969,203,46185,908212,0,626363,0,351500,0,3923249,0,182260,167800,11046,Facebook,Organic
Video,2508669,2497854,4036314,99121,9829,9082,509,238,49,93768,211,34103,119,31728,480824,0,243009,0,98813,0,2417115,0,96077,91554,3044,Facebook,Organic
Video,2936805,2937742,4663926,178876,16221,14940,1040,241,116092,54396,241,96408,180,17065,931556,0,446277,0,141559,0,2748842,0,170137,187963,8739,Facebook,Organic
Video,2472469,2491150,3828078,235046,21365,19365,1575,425,13,206034,694,167594,204,11689,909235,0,435161,0,277891,0,2297490,0,224977,174979,10069,Facebook,Organic
Video,2503542,2523839,3782398,178711,20313,17914,1916,483,37,149768,436,111711,173,11411,720130,0,316563,0,228640,0,2310871,0,167681,192671,11030,Facebook,Organic
Video,1565639,1565929,2457400,46369,6092,5444,535,113,19548,21561,56,15918,89,14334,169993,0,66849,0,29575,0,1531754,0,43671,33885,2698,Facebook,Organic
Video,7017971,7020258,11231238,497651,44355,37650,4491,2214,140,425165,1327,271423,326,30633,1460788,0,1141155,0,257564,0,4932554,0,394064,2085417,103587,Facebook,Organic
Link,2887187,2928711,4469994,94707,12050,10862,1024,164,56297,44438,37,1,192,0,78,0,23,0,13,0,2452750,0,82074,434437,12633,Facebook,Organic
Video,1835983,1840691,2817985,54670,5559,5003,462,94,29756,23340,88,24916,107,14334,207556,3,69327,2,31389,2,1735057,0,52025,100926,2645,Facebook,Organic
Video,3116116,3125772,4953097,193921,17595,15624,1594,377,118787,56620,378,111176,244,14291,882703,8,686376,5,314928,5,2976106,0,187159,140010,6762,Facebook,Organic
Video,2303689,2287619,3574575,85363,8195,7083,951,161,44831,42993,89,31063,167,16338,318858,4,131365,1,44115,0,2127406,0,81403,176283,3960,Facebook,Organic
Video,1964773,1959701,3024588,94263,7971,6982,721,268,41,91071,229,45541,143,19625,305748,4,229737,2,54551,1,1902497,0,91484,62276,2779,Facebook,Organic
Video,3433979,3410602,5668875,136437,12613,10724,1270,619,88e3,46807,914,41596,218,54355,500814,4,230869,1,85961,0,3036672,0,122368,397307,14069,Facebook,Organic
Video,4176384,4156116,6457159,407491,25931,23514,1813,604,177839,264528,1077,197826,308,11219,1515040,8,822406,2,665344,2,3830522,0,389028,345862,18463,Facebook,Organic
Video,3642014,3632410,5629192,263203,29876,24973,3612,1291,78004,154004,706,143772,277,12457,1101438,7,729609,5,357858,3,3156590,0,234171,485424,29032,Facebook,Organic
Video,3188299,3164300,4786714,202327,19499,16601,2134,764,67805,119306,399,88299,207,14547,748570,6,522006,4,248172,2,2943700,0,190712,244599,11615,Facebook,Organic
Video,8503731,2957391,13687732,425504,35353,27482,5593,2278,59033,122120,640,327674,263,13417,768806,2693115,560031,1762884,264006,828383,2789195,532185,207708,5714536,217796,Facebook,Paid
Video,4549911,4546101,7217013,312133,29612,27782,1389,441,193586,83155,518,156681,286,20435,1344739,8,878998,6,234704,1,4021360,0,285673,528551,26460,Facebook,Organic
Video,5494328,5586214,9333011,330311,21898,19811,1424,663,234533,95665,789,125874,301,46782,1262073,1600,697367,947,189365,263,4913992,0,302736,580336,27575,Facebook,Organic
Video,3904581,3840530,6277955,211725,26252,24101,1807,344,134017,62387,179,62594,273,20435,1010927,1688,701672,1123,198648,347,3378273,0,194137,526308,17588,Facebook,Organic
Link,894269,896244,1333277,9607,2523,2263,233,27,2601,6260,1,4,83,0,239,0,85,0,82,0,884309,0,9404,9960,203,Facebook,Organic
Video,1294429,1295084,1909168,68232,9153,8173,746,234,77,56616,234,41095,132,9173,421628,884,127724,285,125330,293,1240157,0,64440,54272,3792,Facebook,Organic
Video,2460731,2471451,3798205,152392,24270,20067,3531,672,69,147209,497,64709,203,10345,787070,1664,235539,513,224171,461,2169967,0,139897,290764,12495,Facebook,Organic
Video,1392018,1401159,2158551,56510,8257,7491,582,184,14529,30695,82,28685,109,10345,302161,766,106974,276,107880,274,1359258,0,53406,32760,3104,Facebook,Organic
Link,722322,730496,1102550,9166,3084,2835,203,46,2508,5273,27,1,84,0,401,1,298,0,57,0,704145,0,8741,18177,425,Facebook,Organic
Video,5075979,5302237,8059743,185178,19190,16919,1835,436,109,177785,572,78361,196,30633,712384,1144,459556,682,87401,122,3018954,0,127650,2057025,57528,Facebook,Organic
Video,4152148,4233570,7014569,222171,34374,31147,2567,660,140055,70113,158,66458,287,20435,1124829,3494,687861,2055,208799,636,3598235,0,201165,553913,21006,Facebook,Organic
SharedVideo,1055966,660171,1381535,22506,1321,1200,121,NA,745,19861,NA,5116,74,15358,97621,5120,0,0,0,0,717169,63137,18477,338797,4029,Facebook,Paid
SharedVideo,1558661,1126298,2120330,60048,2869,2695,174,NA,598,47875,NA,16643,112,15358,199158,14438,0,0,0,0,1202832,96819,48466,355829,11582,Facebook,Paid
SharedVideo,1341722,849079,1796362,33861,1985,1853,132,NA,780,23551,1,10476,91,15358,119708,8987,0,0,0,0,885404,51182,24556,456318,9305,Facebook,Paid
Link,949767,950011,1392149,8543,1684,1555,109,20,3254,4674,NA,NA,103,0,426,4,226,3,89,1,943760,0,8432,6007,111,Facebook,Organic
SharedVideo,2488692,1179962,3401306,117796,4538,4214,324,NA,612,47289,1,79737,93,28777,173786,68336,0,0,0,0,1354229,224241,63365,1134463,54431,Facebook,Paid
SharedVideo,2144260,1188392,2746703,87715,4046,3855,191,NA,467,55439,NA,35068,93,15358,249286,29737,0,0,0,0,1293925,147316,60491,850335,27224,Facebook,Paid
Video,1874675,1898144,3049420,67098,8768,7680,909,179,36980,21803,70,31811,136,28777,287018,1029,124813,411,39914,126,1791836,0,61883,82839,5215,Facebook,Organic
Video,1014566,1009191,1497963,46709,2878,2730,101,47,38,38282,167,27877,80,17790,152998,682,94799,358,27945,100,998182,0,45005,16384,1704,Facebook,Organic
Video,3015232,3061693,5055555,148558,14476,13254,1066,156,95304,50337,114,51354,216,20435,714053,3531,366772,1667,98787,488,2854424,0,142716,160808,5842,Facebook,Organic
Video,3298280,3287021,5492509,117816,11659,10116,1146,397,74043,34515,179,46377,220,60350,700688,3702,440167,2207,39507,173,3147821,0,112362,150459,5454,Facebook,Organic
Video,3714541,3758995,6205404,221831,21659,20382,958,319,137800,59014,310,110184,231,20435,1150533,9177,671706,4838,180666,1246,3451188,0,210643,263353,11188,Facebook,Organic
Video,8598376,3361097,11269894,244417,22105,16587,4320,1198,123159,76172,207,80894,238,11262,828633,1042327,289147,263692,210959,194448,3446622,557695,177357,5151754,67060,Facebook,Paid
Video,3052259,3057185,4928412,194346,14204,12863,864,477,23,210591,573,84286,227,181971,635517,27596,317582,12081,121394,4312,2750442,0,178432,301817,15914,Facebook,Organic
Video,2731752,2760334,4304022,182628,36796,28033,7230,1533,87,157654,932,87053,248,10345,725552,29163,271304,9199,257095,8554,2234661,0,154842,497091,27786,Facebook,Organic
Link,1378991,1157366,2036507,18264,3698,3407,227,64,9297,8097,4,1,132,0,87,2,55,0,22,0,1163691,24860,15415,215300,2849,Facebook,Paid
Video,2881389,2913257,4577271,108420,8717,7858,523,336,108,96052,829,38429,157,100797,468427,19476,262079,10215,59920,1720,2594186,0,96836,287203,11584,Facebook,Organic
Video,3322882,3308429,5247087,241538,40578,28577,10306,1695,57,235906,1197,91189,309,10345,978238,36553,455176,14450,437526,13369,2759666,0,213314,563216,28224,Facebook,Organic
Video,2727212,2714152,4130159,166813,29774,24993,3866,915,11,146318,497,71328,242,10345,782442,28022,295807,9400,285144,8889,2418890,0,155861,308322,10952,Facebook,Organic
Link,1499116,1504030,2336476,39707,2801,2144,602,55,17422,75318,88,NA,172,0,3,0,2,0,0,0,1478646,0,39225,20470,482,Facebook,Organic
Video,1791444,1787991,2601754,71321,7690,7279,307,104,19601,45525,74,18649,163,18345,375308,8681,265587,5894,47138,790,1716244,0,67423,75200,3898,Facebook,Organic
Video,1544860,1545706,2289375,84139,8495,7950,388,157,206,72635,393,29024,160,18345,439576,13912,280473,8288,41408,883,1480946,0,78367,63914,5772,Facebook,Organic
Link,2112565,2126795,3355946,51736,9461,7415,1575,471,37027,25608,30,1,218,0,8,1,6,0,7,0,2001605,0,49515,110960,2221,Facebook,Organic
Link,2930918,2937168,4804604,133983,14411,11496,2636,279,90111,71596,12,NA,258,0,231,2,97,2,92,2,2731660,0,130761,199258,3222,Facebook,Organic
